epoch,train_loss,val_loss,lr
1,3.2748404031255807,4.226422652831444,0.0002
2,1.9472265063054057,3.6997885208863477,0.0003
3,1.323709641319822,3.5117872898395244,0.0004
4,0.9888708533875021,3.355690670013428,0.0005
5,0.8079516997494071,3.25735664000878,0.0005
6,0.6498553854417041,3.2040191577031063,0.0004993910125649561
7,0.546439686263225,3.131040441072904,0.0004975670171853926
8,0.4796934168177297,3.0890130006350005,0.0004945369001834514
9,0.42773106412227413,3.0454369178185097,0.0004903154239845797
10,0.39580658547194353,3.0290930656286386,0.0004849231551964771
11,0.36269856054350674,2.9820736408233643,0.0004783863644106502
12,0.32979417589318705,2.9700310890491193,0.00047073689821473173
13,0.32537518361531403,2.962901601424584,0.00046201202403910646
14,0.2981732857239199,2.9561735960153435,0.0004522542485937369
15,0.2810334516355241,2.939515869434063,0.0004415111107797445
16,0.2699334602431947,2.9283726875598615,0.0004298349500846628
17,0.2544514436378659,2.89843105169443,0.0004172826515897146
18,0.23950634800283557,2.9098024129867555,0.00040391536883141455
19,0.23290235100989323,2.89868219265571,0.0003897982258676867
20,0.22070697212658555,2.876541436635531,0.000375
21,0.20671155167172153,2.8683822099979106,0.00035959278669726934
22,0.20043641842337717,2.8806165915269117,0.00034365164835397803
23,0.194871566358553,2.836540519274198,0.00032725424859373687
24,0.18459125128815848,2.835148844352135,0.0003104804738999169
25,0.17844790902983146,2.805047564323132,0.00029341204441673266
26,0.17348483998877592,2.824453681248885,0.0002761321158169134
27,0.16938033679210807,2.8008415368887096,0.0002587248741756253
28,0.15389861996875578,2.7999057228748616,0.00024127512582437484
29,0.15758480510091877,2.7922500197704023,0.00022386788418308668
30,0.1491348059974106,2.799337672270261,0.00020658795558326743
31,0.14559522012909096,2.77323579788208,0.0001895195261000831
32,0.1471310261028459,2.7747839872653666,0.00017274575140626317
33,0.13541820744030267,2.7705457934966455,0.00015634835164602198
34,0.1293183204632594,2.7594092433269206,0.00014040721330273062
35,0.12793018363891132,2.7502631462537326,0.00012500000000000006
36,0.12588031656772966,2.740907794695634,0.00011020177413231333
37,0.12368613624002829,2.7278477833821224,9.608463116858542e-05
38,0.12285002974785894,2.7293942735745356,8.271734841028553e-05
39,0.11754844187057588,2.7285802896206195,7.016504991533726e-05
40,0.11508118322646001,2.723390025358934,5.848888922025553e-05
41,0.11542725393852865,2.7182435686771687,4.7745751406263163e-05
42,0.11037920543040887,2.7132974138626684,3.798797596089351e-05
43,0.10878833740266908,2.705176966006939,2.9263101785268254e-05
44,0.11256012878198904,2.711681117461278,2.1613635589349755e-05
45,0.10601307252844966,2.694359018252446,1.5076844803522921e-05
46,0.10821709567050179,2.6996486177811256,9.684576015420277e-06
47,0.10528011620044708,2.713141389993521,5.463099816548578e-06
48,0.10653033817698994,2.6992165721379795,2.4329828146074094e-06
49,0.10557177530386415,2.714254951477051,6.089874350439506e-07
50,0.1043103473387154,2.7015892358926625,0.0
