epoch,train_loss,val_loss,lr
1,3.5962586018193767,4.415767728365385,0.00011999999999999999
2,2.275446295263283,3.9199167068188006,0.00017999999999999998
3,1.5759140319558254,3.6542081154309787,0.00023999999999999998
4,1.182570493197536,3.4248297636325544,0.0003
5,0.9295809627529159,3.3316317246510434,0.0003
6,0.7397067410299978,3.260485062232384,0.0002996346075389736
7,0.6114396692153468,3.183402628165025,0.0002985402103112355
8,0.5346792461981337,3.1196505509890042,0.0002967221401100708
9,0.4779144302010536,3.0894701682604278,0.0002941892543907478
10,0.44188519620681666,3.0845624190110428,0.0002909538931178862
11,0.40390306895235145,3.021363969949576,0.0002870318186463901
12,0.3708098115792787,3.0102264129198515,0.000282442138928839
13,0.3605351270848062,2.994845995536217,0.00027720721442346387
14,0.334591461011613,3.0137365066088164,0.0002713525491562421
15,0.31674973678541374,2.9731499598576474,0.00026490666646784665
16,0.30394999771954057,2.942271219767057,0.00025790097005079764
17,0.28675584901732754,2.947379913696876,0.0002503695909538287
18,0.27009512093734456,2.924754764483525,0.0002423492212988487
19,0.2651569589645977,2.927278859798725,0.00023387893552061199
20,0.24878262143685997,2.9062832520558284,0.000225
21,0.2390560455679656,2.896178071315472,0.0002157556720183616
22,0.22859362392608387,2.8903621325126063,0.0002061909890123868
23,0.224396944298331,2.8767850399017334,0.0001963525491562421
24,0.2101663835049863,2.8710454317239615,0.00018628828433995013
25,0.20735925784802056,2.8458268880844115,0.00017604722665003956
26,0.19976871856952094,2.8557669437848605,0.000165679269490148
27,0.19248211909219087,2.8375001604740437,0.00015523492450537517
28,0.18001165365674107,2.829921298760634,0.0001447650754946249
29,0.18275659130626465,2.807703439088968,0.000134320730509852
30,0.17471337698370337,2.8044337015885574,0.00012395277334996044
31,0.1708164906418656,2.8199794439169077,0.00011371171566004985
32,0.17026506630755753,2.8079611503160917,0.0001036474508437579
33,0.15888008511666046,2.8148854163976815,9.380901098761319e-05
34,0.1526786807063685,2.7985817689162036,8.424432798163836e-05
35,0.15204832354835068,2.7770153724230253,7.500000000000002e-05
36,0.14881706427767932,2.789139533959902,6.612106447938799e-05
37,0.14461674953836845,2.765073171028724,5.765077870115125e-05
38,0.14688489409497535,2.76483765565432,4.963040904617131e-05
39,0.13836482029957362,2.7665576292918277,4.209902994920235e-05
40,0.13926030342945778,2.744897805727445,3.509333353215331e-05
41,0.13768031160195035,2.761007196169633,2.8647450843757897e-05
42,0.13392430022952567,2.7573889108804557,2.2792785576536105e-05
43,0.13009673503201558,2.746400007834801,1.755786107116095e-05
44,0.13479897944605446,2.7509631175261275,1.2968181353609852e-05
45,0.12837265017794897,2.7341207595971913,9.046106882113751e-06
46,0.13097007390838933,2.7408546447753905,5.810745609252165e-06
47,0.12510063056926804,2.7420499838315524,3.2778598899291465e-06
48,0.12789554873191977,2.747719614322369,1.4597896887644456e-06
49,0.12772708950170958,2.7475268758260287,3.653924610263703e-07
50,0.12580161983243734,2.7387619412862336,0.0
